Entity,Code,Day,people_vaccinated
Italy,ITA,2021-03-29,6727200
Italy,ITA,2021-03-30,6916653
Italy,ITA,2021-03-31,7127916
Italy,ITA,2021-04-01,7322234
Italy,ITA,2021-04-02,7523416
Italy,ITA,2021-04-03,7692204
Italy,ITA,2021-04-04,7767869
Italy,ITA,2021-04-05,7900572
Italy,ITA,2021-04-06,8107817
Italy,ITA,2021-04-07,8343563
Italy,ITA,2021-04-08,8588425
Italy,ITA,2021-04-09,8840093
Italy,ITA,2021-04-10,9091675
Italy,ITA,2021-04-11,9252107
Italy,ITA,2021-04-12,9456272
Italy,ITA,2021-04-13,9676520
Italy,ITA,2021-04-14,9916458
Italy,ITA,2021-04-15,10168171
Italy,ITA,2021-04-16,10447653
Italy,ITA,2021-04-17,10721917
Italy,ITA,2021-04-18,10909492
Italy,ITA,2021-04-19,11132174
Italy,ITA,2021-04-20,11367359
Italy,ITA,2021-04-21,11621654
Italy,ITA,2021-04-22,11884532
Italy,ITA,2021-04-23,12158321
Italy,ITA,2021-04-24,12429965
Italy,ITA,2021-04-25,12650254
Italy,ITA,2021-04-26,12912387
Italy,ITA,2021-04-27,13171836
Italy,ITA,2021-04-28,13439844
Italy,ITA,2021-04-29,13793705
Italy,ITA,2021-04-30,14130555
Italy,ITA,2021-05-01,14414081
Italy,ITA,2021-05-02,14666048
Italy,ITA,2021-05-03,14955257
Italy,ITA,2021-05-04,15266678
Italy,ITA,2021-05-05,15602400
Italy,ITA,2021-05-06,15947136
Italy,ITA,2021-05-07,16299719
Italy,ITA,2021-05-08,16623529
Italy,ITA,2021-05-09,16877724
Italy,ITA,2021-05-10,17167744
Italy,ITA,2021-05-11,17466587
Italy,ITA,2021-05-12,17787442
Italy,ITA,2021-05-13,18129744
Italy,ITA,2021-05-14,18477102
Italy,ITA,2021-05-15,18837927
Italy,ITA,2021-05-16,19109323
Italy,ITA,2021-05-17,19378117
Italy,ITA,2021-05-18,19655559
Italy,ITA,2021-05-19,19956077
Italy,ITA,2021-05-20,20256959
Italy,ITA,2021-05-21,20567421
Italy,ITA,2021-05-22,20878517
Italy,ITA,2021-05-23,21117871
Jamaica,JAM,2021-03-09,0
Jamaica,JAM,2021-03-14,12099
Jamaica,JAM,2021-03-16,16096
Jamaica,JAM,2021-03-25,33000
Jamaica,JAM,2021-04-01,41901
Jamaica,JAM,2021-04-06,43944
Jamaica,JAM,2021-04-07,47728
Jamaica,JAM,2021-04-13,135473
Jamaica,JAM,2021-05-14,146147
Japan,JPN,2021-02-17,125
Japan,JPN,2021-02-18,611
Japan,JPN,2021-02-19,5039
Japan,JPN,2021-02-22,11934
Japan,JPN,2021-02-24,17888
Japan,JPN,2021-02-25,21896
Japan,JPN,2021-02-26,28530
Japan,JPN,2021-03-01,31785
Japan,JPN,2021-03-02,34772
Japan,JPN,2021-03-03,37303
Japan,JPN,2021-03-04,39174
Japan,JPN,2021-03-05,46469
Japan,JPN,2021-03-08,70796
Japan,JPN,2021-03-09,107558
Japan,JPN,2021-03-10,148915
Japan,JPN,2021-03-11,180741
Japan,JPN,2021-03-12,227194
Japan,JPN,2021-03-15,282398
Japan,JPN,2021-03-16,349844
Japan,JPN,2021-03-17,423196
Japan,JPN,2021-03-18,490413
Japan,JPN,2021-03-19,553454
Japan,JPN,2021-03-22,623569
Japan,JPN,2021-03-23,667370
Japan,JPN,2021-03-24,706101
Japan,JPN,2021-03-25,737672
Japan,JPN,2021-03-26,781665
Japan,JPN,2021-03-29,825704
Japan,JPN,2021-03-30,852946
Japan,JPN,2021-03-31,877159
Japan,JPN,2021-04-01,893315
Japan,JPN,2021-04-02,913341
Japan,JPN,2021-04-05,956638
Japan,JPN,2021-04-06,996058
Japan,JPN,2021-04-07,1036429
Japan,JPN,2021-04-08,1066385
Japan,JPN,2021-04-09,1101698
Japan,JPN,2021-04-12,1129687
Japan,JPN,2021-04-13,1145186
Japan,JPN,2021-04-14,1156626
Japan,JPN,2021-04-15,1175324
Japan,JPN,2021-04-18,1211715
Japan,JPN,2021-04-19,1282177
Japan,JPN,2021-04-20,1389913
Japan,JPN,2021-04-21,1527187
Japan,JPN,2021-04-22,1667994
Japan,JPN,2021-04-25,1839356
Japan,JPN,2021-04-26,2080125
Japan,JPN,2021-04-27,2273974
Japan,JPN,2021-04-29,2493961
Japan,JPN,2021-05-05,2793847
Japan,JPN,2021-05-06,3091529
Japan,JPN,2021-05-09,3277886
Japan,JPN,2021-05-10,3500968
Japan,JPN,2021-05-11,3674147
Japan,JPN,2021-05-12,3844717
Japan,JPN,2021-05-13,4027333
Japan,JPN,2021-05-16,4380733
Japan,JPN,2021-05-17,4725079
Japan,JPN,2021-05-18,4952144
Japan,JPN,2021-05-19,5236829
Japan,JPN,2021-05-20,5528513
Japan,JPN,2021-05-23,6131651
Jersey,JEY,2021-03-14,40137
Jersey,JEY,2021-03-21,43136
Jersey,JEY,2021-03-28,44318
Jersey,JEY,2021-04-04,44981
Jersey,JEY,2021-04-11,45585
Jersey,JEY,2021-04-18,49413
Jersey,JEY,2021-04-25,52405
Jersey,JEY,2021-05-02,52891
Jersey,JEY,2021-05-12,55684
Jersey,JEY,2021-05-16,57124
Jordan,JOR,2021-01-12,0
Jordan,JOR,2021-01-23,30000
Jordan,JOR,2021-01-31,40000
Jordan,JOR,2021-02-22,50000
Jordan,JOR,2021-03-15,155772
Jordan,JOR,2021-03-17,189456
Jordan,JOR,2021-03-21,209278
Jordan,JOR,2021-03-24,251197
Jordan,JOR,2021-03-30,304946
Jordan,JOR,2021-04-07,404912
Jordan,JOR,2021-04-14,543095
Jordan,JOR,2021-04-19,607381
Jordan,JOR,2021-04-29,699328
Jordan,JOR,2021-05-04,805020
Jordan,JOR,2021-05-18,1034808
Kazakhstan,KAZ,2021-01-31,0
Kazakhstan,KAZ,2021-02-11,14000
Kazakhstan,KAZ,2021-02-24,20157
Kazakhstan,KAZ,2021-03-15,69095
Kazakhstan,KAZ,2021-03-18,90748
Kazakhstan,KAZ,2021-04-10,282372
Kazakhstan,KAZ,2021-04-12,338582
Kazakhstan,KAZ,2021-04-18,733980
Kazakhstan,KAZ,2021-04-21,766614
Kazakhstan,KAZ,2021-04-22,823498
Kazakhstan,KAZ,2021-04-24,858566
Kazakhstan,KAZ,2021-04-27,949451
Kazakhstan,KAZ,2021-04-28,1293379
Kazakhstan,KAZ,2021-05-04,1422204
Kazakhstan,KAZ,2021-05-05,1565681
Kazakhstan,KAZ,2021-05-07,1634939
Kazakhstan,KAZ,2021-05-11,1757407
Kazakhstan,KAZ,2021-05-14,1790356
Kazakhstan,KAZ,2021-05-15,1820146
Kazakhstan,KAZ,2021-05-16,1836821
Kazakhstan,KAZ,2021-05-17,1844938
Kazakhstan,KAZ,2021-05-18,1871823
Kazakhstan,KAZ,2021-05-19,1898604
Kazakhstan,KAZ,2021-05-20,1923303
Kazakhstan,KAZ,2021-05-21,1943409
Kazakhstan,KAZ,2021-05-22,1969033
Kazakhstan,KAZ,2021-05-23,1984761
Kenya,KEN,2021-03-04,0
Kenya,KEN,2021-03-10,4000
Kenya,KEN,2021-03-14,9144
Kenya,KEN,2021-03-17,20000
Kenya,KEN,2021-03-24,64100
Kenya,KEN,2021-03-26,90340
Kenya,KEN,2021-03-31,161771
Kenya,KEN,2021-04-03,196435
Kenya,KEN,2021-04-07,340121
Kenya,KEN,2021-04-08,422021
Kenya,KEN,2021-04-14,569244
Kenya,KEN,2021-04-16,651650
Kenya,KEN,2021-04-21,750471
Kenya,KEN,2021-04-28,853081
Kenya,KEN,2021-05-13,930460
Kenya,KEN,2021-05-14,933436
Kenya,KEN,2021-05-19,945597
Kenya,KEN,2021-05-20,948980
Kenya,KEN,2021-05-21,951026
Kenya,KEN,2021-05-23,953954
Kosovo,OWID_KOS,2021-03-28,0
Kosovo,OWID_KOS,2021-04-03,700
Kosovo,OWID_KOS,2021-04-04,2500
Kosovo,OWID_KOS,2021-04-14,10704
Kosovo,OWID_KOS,2021-04-18,16132
Kosovo,OWID_KOS,2021-04-23,22096
Kosovo,OWID_KOS,2021-05-17,46097
Kosovo,OWID_KOS,2021-05-20,55237
Kuwait,KWT,2021-02-15,137000
Kuwait,KWT,2021-03-08,322000
Kuwait,KWT,2021-03-22,500000
Kuwait,KWT,2021-04-18,822000
Kyrgyzstan,KGZ,2021-03-28,0
Kyrgyzstan,KGZ,2021-04-06,644
Kyrgyzstan,KGZ,2021-04-07,849
Kyrgyzstan,KGZ,2021-04-12,2100
Kyrgyzstan,KGZ,2021-04-28,27000
Kyrgyzstan,KGZ,2021-05-11,37117
Laos,LAO,2021-03-17,40732
Laos,LAO,2021-04-14,105568
Laos,LAO,2021-04-19,106105
Laos,LAO,2021-04-21,108501
Laos,LAO,2021-04-22,109706
Laos,LAO,2021-04-24,122310
Laos,LAO,2021-04-25,125363
Laos,LAO,2021-04-26,126072
Laos,LAO,2021-05-10,405200
Laos,LAO,2021-05-14,474983
Laos,LAO,2021-05-15,493481
Laos,LAO,2021-05-17,533172
Laos,LAO,2021-05-18,542132
Laos,LAO,2021-05-19,553612
Laos,LAO,2021-05-20,568233
Laos,LAO,2021-05-21,584532
Laos,LAO,2021-05-22,602669
Laos,LAO,2021-05-23,602669
Latvia,LVA,2020-12-28,593
Latvia,LVA,2020-12-29,1466
Latvia,LVA,2020-12-30,2259
Latvia,LVA,2021-01-04,2958
Latvia,LVA,2021-01-05,3847
Latvia,LVA,2021-01-06,4623
Latvia,LVA,2021-01-07,5433
Latvia,LVA,2021-01-08,6340
Latvia,LVA,2021-01-09,6645
Latvia,LVA,2021-01-10,6981
Latvia,LVA,2021-01-11,8348
Latvia,LVA,2021-01-12,9975
Latvia,LVA,2021-01-13,11487
Latvia,LVA,2021-01-14,13311
Latvia,LVA,2021-01-15,15185
Latvia,LVA,2021-01-16,15853
Latvia,LVA,2021-01-17,15970
Latvia,LVA,2021-01-18,16243
Latvia,LVA,2021-01-19,16315
Latvia,LVA,2021-01-20,16334
Latvia,LVA,2021-01-21,16601
Latvia,LVA,2021-01-22,16800
Latvia,LVA,2021-01-23,16926
Latvia,LVA,2021-01-25,16945
Latvia,LVA,2021-01-26,16975
Latvia,LVA,2021-01-27,17056
Latvia,LVA,2021-01-28,17085
Latvia,LVA,2021-01-29,17137
Latvia,LVA,2021-01-30,17141
Latvia,LVA,2021-01-31,17141
Latvia,LVA,2021-02-01,17154
Latvia,LVA,2021-02-02,17291
Latvia,LVA,2021-02-03,17535
Latvia,LVA,2021-02-04,17675
Latvia,LVA,2021-02-05,17837
Latvia,LVA,2021-02-06,17846
Latvia,LVA,2021-02-07,17848
Latvia,LVA,2021-02-08,18104
Latvia,LVA,2021-02-09,18245
Latvia,LVA,2021-02-10,18676
Latvia,LVA,2021-02-11,19780
Latvia,LVA,2021-02-12,20959
Latvia,LVA,2021-02-13,21183
Latvia,LVA,2021-02-14,21184
Latvia,LVA,2021-02-15,21908
Latvia,LVA,2021-02-16,23215
Latvia,LVA,2021-02-17,25034
Latvia,LVA,2021-02-18,26535
Latvia,LVA,2021-02-19,27830
Latvia,LVA,2021-02-20,28583
Latvia,LVA,2021-02-21,29391
Latvia,LVA,2021-02-22,31145
Latvia,LVA,2021-02-23,33512
Latvia,LVA,2021-02-24,37801
Latvia,LVA,2021-02-25,41954
Latvia,LVA,2021-02-26,45253
Latvia,LVA,2021-02-27,45834
Latvia,LVA,2021-02-28,45963
Latvia,LVA,2021-03-01,47498
Latvia,LVA,2021-03-02,49380
Latvia,LVA,2021-03-03,53311
Latvia,LVA,2021-03-04,59185
Latvia,LVA,2021-03-05,63884
Latvia,LVA,2021-03-06,64654
Latvia,LVA,2021-03-07,64730
Latvia,LVA,2021-03-08,66396
Latvia,LVA,2021-03-09,68729
Latvia,LVA,2021-03-10,71168
Latvia,LVA,2021-03-11,73812
Latvia,LVA,2021-03-12,78775
Latvia,LVA,2021-03-13,79686
Latvia,LVA,2021-03-14,79758
Latvia,LVA,2021-03-15,83432
Latvia,LVA,2021-03-16,83492
Latvia,LVA,2021-03-17,83558
Latvia,LVA,2021-03-18,83572
Latvia,LVA,2021-03-19,83987
Latvia,LVA,2021-03-20,84388
Latvia,LVA,2021-03-21,84412
Latvia,LVA,2021-03-22,86805
Latvia,LVA,2021-03-23,91899
Latvia,LVA,2021-03-24,97337
Latvia,LVA,2021-03-25,102045
Latvia,LVA,2021-03-26,105349
Latvia,LVA,2021-03-27,105588
Latvia,LVA,2021-03-28,105618
Latvia,LVA,2021-03-29,107333
Latvia,LVA,2021-03-30,111638
Latvia,LVA,2021-03-31,116135
Latvia,LVA,2021-04-01,119569
Latvia,LVA,2021-04-02,120133
Latvia,LVA,2021-04-03,123420
Latvia,LVA,2021-04-04,125040
Latvia,LVA,2021-04-05,127900
Latvia,LVA,2021-04-06,132795
Latvia,LVA,2021-04-07,141526
Latvia,LVA,2021-04-08,148316
Latvia,LVA,2021-04-09,152988
Latvia,LVA,2021-04-10,154555
Latvia,LVA,2021-04-11,154641
Latvia,LVA,2021-04-12,156992
Latvia,LVA,2021-04-13,160626
Latvia,LVA,2021-04-14,166691
Latvia,LVA,2021-04-15,171961
Latvia,LVA,2021-04-16,180358
Latvia,LVA,2021-04-17,186460
Latvia,LVA,2021-04-18,187381
Latvia,LVA,2021-04-19,190653
Latvia,LVA,2021-04-20,196077
Latvia,LVA,2021-04-21,203245
Latvia,LVA,2021-04-22,210570
Latvia,LVA,2021-04-23,219287
Latvia,LVA,2021-04-24,224695
Latvia,LVA,2021-04-25,226022
Latvia,LVA,2021-04-26,228651
Latvia,LVA,2021-04-27,233293
Latvia,LVA,2021-04-28,244325
Latvia,LVA,2021-04-29,254628
Latvia,LVA,2021-04-30,263570
Latvia,LVA,2021-05-01,269962
Latvia,LVA,2021-05-02,271538
Latvia,LVA,2021-05-03,273593
Latvia,LVA,2021-05-04,282288
Latvia,LVA,2021-05-05,291825
Latvia,LVA,2021-05-06,305227
Latvia,LVA,2021-05-07,316909
Latvia,LVA,2021-05-08,326853
Latvia,LVA,2021-05-09,328184
Latvia,LVA,2021-05-10,333155
Latvia,LVA,2021-05-11,345829
Latvia,LVA,2021-05-12,361247
Latvia,LVA,2021-05-13,375773
Latvia,LVA,2021-05-14,387302
Latvia,LVA,2021-05-15,394775
Latvia,LVA,2021-05-16,398588
Latvia,LVA,2021-05-17,405065
Latvia,LVA,2021-05-18,413977
Latvia,LVA,2021-05-19,422441
Latvia,LVA,2021-05-20,429653
Latvia,LVA,2021-05-21,437693
Latvia,LVA,2021-05-22,441456
Latvia,LVA,2021-05-23,442504
Lebanon,LBN,2021-03-10,75341
Lebanon,LBN,2021-03-11,76883
Lebanon,LBN,2021-03-12,78177
Lebanon,LBN,2021-03-15,81802
Lebanon,LBN,2021-03-16,86098
Lebanon,LBN,2021-03-17,88219
Lebanon,LBN,2021-03-18,90974
Lebanon,LBN,2021-03-19,92573
Lebanon,LBN,2021-03-20,92597
Lebanon,LBN,2021-03-21,93801
Lebanon,LBN,2021-03-22,98022
Lebanon,LBN,2021-03-23,102363
Lebanon,LBN,2021-03-24,105534
Lebanon,LBN,2021-03-25,108630
Lebanon,LBN,2021-03-26,111019
Lebanon,LBN,2021-03-27,111517
Lebanon,LBN,2021-03-28,114730
Lebanon,LBN,2021-03-29,118998
Lebanon,LBN,2021-03-30,127913
Lebanon,LBN,2021-03-31,133294
Lebanon,LBN,2021-04-01,136761
Lebanon,LBN,2021-04-02,138558
Lebanon,LBN,2021-04-03,138610
Lebanon,LBN,2021-04-04,139855
Lebanon,LBN,2021-04-05,144264
Lebanon,LBN,2021-04-06,150660
Lebanon,LBN,2021-04-07,161164
Lebanon,LBN,2021-04-08,167957
Lebanon,LBN,2021-04-09,170506
Lebanon,LBN,2021-04-10,170571
Lebanon,LBN,2021-04-12,178155
Lebanon,LBN,2021-04-13,184109
Lebanon,LBN,2021-04-14,184111
Lebanon,LBN,2021-04-15,198763
Lebanon,LBN,2021-04-16,199999
Lebanon,LBN,2021-04-17,200111
Lebanon,LBN,2021-04-18,204564
Lebanon,LBN,2021-04-19,213168
Lebanon,LBN,2021-04-20,217778
Lebanon,LBN,2021-04-24,267582
Lebanon,LBN,2021-04-25,271335
Lebanon,LBN,2021-04-26,274263
Lebanon,LBN,2021-04-27,282456
Lebanon,LBN,2021-04-28,290216
Lebanon,LBN,2021-04-29,293030
Lebanon,LBN,2021-04-30,293260
Lebanon,LBN,2021-05-01,293277
Lebanon,LBN,2021-05-02,294945
Lebanon,LBN,2021-05-03,298835
Lebanon,LBN,2021-05-04,307573
Lebanon,LBN,2021-05-05,317612
Lebanon,LBN,2021-05-06,325383
Lebanon,LBN,2021-05-14,377044
Lebanon,LBN,2021-05-15,377487
Lebanon,LBN,2021-05-16,382219
Lebanon,LBN,2021-05-17,399742
Lebanon,LBN,2021-05-18,410328
Lebanon,LBN,2021-05-19,421523
Lebanon,LBN,2021-05-20,436484
Lebanon,LBN,2021-05-21,443737
Lebanon,LBN,2021-05-22,444282
Lebanon,LBN,2021-05-23,445954
Lesotho,LSO,2021-03-09,0
Lesotho,LSO,2021-04-17,16000
Lesotho,LSO,2021-05-18,36637
Lesotho,LSO,2021-05-21,36637
Liberia,LBR,2021-05-12,36404
Liberia,LBR,2021-05-21,52446
Libya,LBY,2021-04-17,750
Libya,LBY,2021-05-10,106559
Liechtenstein,LIE,2020-12-22,0
Liechtenstein,LIE,2020-12-23,0
Liechtenstein,LIE,2020-12-24,0
Liechtenstein,LIE,2020-12-25,0
Liechtenstein,LIE,2020-12-26,0
Liechtenstein,LIE,2020-12-27,0
Liechtenstein,LIE,2020-12-28,0
Liechtenstein,LIE,2020-12-29,0
Liechtenstein,LIE,2020-12-30,0
Liechtenstein,LIE,2020-12-31,0
Liechtenstein,LIE,2021-01-01,0
Liechtenstein,LIE,2021-01-02,0
Liechtenstein,LIE,2021-01-03,0
Liechtenstein,LIE,2021-01-04,2
Liechtenstein,LIE,2021-01-05,2
Liechtenstein,LIE,2021-01-06,5
Liechtenstein,LIE,2021-01-07,6
Liechtenstein,LIE,2021-01-08,6
Liechtenstein,LIE,2021-01-09,6
Liechtenstein,LIE,2021-01-10,6
Liechtenstein,LIE,2021-01-11,6
Liechtenstein,LIE,2021-01-12,11
Liechtenstein,LIE,2021-01-13,11
Liechtenstein,LIE,2021-01-14,11
Liechtenstein,LIE,2021-01-15,11
Liechtenstein,LIE,2021-01-16,11
Liechtenstein,LIE,2021-01-17,11
Liechtenstein,LIE,2021-01-18,116
Liechtenstein,LIE,2021-01-19,191
Liechtenstein,LIE,2021-01-20,247
Liechtenstein,LIE,2021-01-21,313
Liechtenstein,LIE,2021-01-22,343
Liechtenstein,LIE,2021-01-23,343
Liechtenstein,LIE,2021-01-24,343
Liechtenstein,LIE,2021-01-25,418
Liechtenstein,LIE,2021-01-26,463
Liechtenstein,LIE,2021-01-27,463
Liechtenstein,LIE,2021-01-28,651
Liechtenstein,LIE,2021-01-29,841
Liechtenstein,LIE,2021-01-30,841
Liechtenstein,LIE,2021-01-31,841
Liechtenstein,LIE,2021-02-01,841
Liechtenstein,LIE,2021-02-02,841
Liechtenstein,LIE,2021-02-03,841
Liechtenstein,LIE,2021-02-04,841
Liechtenstein,LIE,2021-02-05,841
Liechtenstein,LIE,2021-02-06,841
Liechtenstein,LIE,2021-02-07,841
Liechtenstein,LIE,2021-02-08,841
Liechtenstein,LIE,2021-02-09,842
Liechtenstein,LIE,2021-02-10,844
Liechtenstein,LIE,2021-02-11,844
Liechtenstein,LIE,2021-02-12,844
Liechtenstein,LIE,2021-02-13,844
Liechtenstein,LIE,2021-02-14,844
Liechtenstein,LIE,2021-02-15,845
Liechtenstein,LIE,2021-02-16,1046
Liechtenstein,LIE,2021-02-17,1247
Liechtenstein,LIE,2021-02-18,1367
Liechtenstein,LIE,2021-02-19,1367
Liechtenstein,LIE,2021-02-20,1367
Liechtenstein,LIE,2021-02-21,1367
Liechtenstein,LIE,2021-02-22,1570
Liechtenstein,LIE,2021-02-23,1774
Liechtenstein,LIE,2021-02-24,1774
Liechtenstein,LIE,2021-02-25,1781
Liechtenstein,LIE,2021-02-26,1781
Liechtenstein,LIE,2021-02-27,1781
Liechtenstein,LIE,2021-02-28,1781
Liechtenstein,LIE,2021-03-01,1781
Liechtenstein,LIE,2021-03-02,1781
Liechtenstein,LIE,2021-03-03,1903
Liechtenstein,LIE,2021-03-04,2099
Liechtenstein,LIE,2021-03-05,2308
Liechtenstein,LIE,2021-03-06,2308
Liechtenstein,LIE,2021-03-07,2308
Liechtenstein,LIE,2021-03-08,2308
Liechtenstein,LIE,2021-03-09,2518
Liechtenstein,LIE,2021-03-10,2719
Liechtenstein,LIE,2021-03-11,2958
Liechtenstein,LIE,2021-03-12,2958
Liechtenstein,LIE,2021-03-13,2958
Liechtenstein,LIE,2021-03-14,2958
Liechtenstein,LIE,2021-03-15,2968
Liechtenstein,LIE,2021-03-16,2983
Liechtenstein,LIE,2021-03-17,3001
Liechtenstein,LIE,2021-03-18,3012
Liechtenstein,LIE,2021-03-19,3012
Liechtenstein,LIE,2021-03-20,3012
Liechtenstein,LIE,2021-03-21,3012
Liechtenstein,LIE,2021-03-22,3014
Liechtenstein,LIE,2021-03-23,3019
Liechtenstein,LIE,2021-03-24,3258
Liechtenstein,LIE,2021-03-25,3498
Liechtenstein,LIE,2021-03-26,3737
Liechtenstein,LIE,2021-03-27,3737
Liechtenstein,LIE,2021-03-28,3737
Liechtenstein,LIE,2021-03-29,3976
Liechtenstein,LIE,2021-03-30,4217
Liechtenstein,LIE,2021-03-31,4217
Liechtenstein,LIE,2021-04-01,4217
Liechtenstein,LIE,2021-04-02,4219
Liechtenstein,LIE,2021-04-03,4219
Liechtenstein,LIE,2021-04-04,4219
Liechtenstein,LIE,2021-04-05,4219
Liechtenstein,LIE,2021-04-06,4220
Liechtenstein,LIE,2021-04-07,4221
Liechtenstein,LIE,2021-04-08,4224
Liechtenstein,LIE,2021-04-09,4484
Liechtenstein,LIE,2021-04-10,4484
Liechtenstein,LIE,2021-04-11,4484
Liechtenstein,LIE,2021-04-12,4753
Liechtenstein,LIE,2021-04-13,5017
Liechtenstein,LIE,2021-04-14,5305
Liechtenstein,LIE,2021-04-15,5590
Liechtenstein,LIE,2021-04-16,5876
Liechtenstein,LIE,2021-04-17,5876
Liechtenstein,LIE,2021-04-18,5876
Liechtenstein,LIE,2021-04-19,6428
Liechtenstein,LIE,2021-04-20,6969
Liechtenstein,LIE,2021-04-21,7229
Liechtenstein,LIE,2021-04-22,7489
Liechtenstein,LIE,2021-04-23,7752
Liechtenstein,LIE,2021-04-24,7752
Liechtenstein,LIE,2021-04-25,7752
Liechtenstein,LIE,2021-04-26,7756
Liechtenstein,LIE,2021-04-27,7773
Liechtenstein,LIE,2021-04-28,8044
Liechtenstein,LIE,2021-04-29,8311
Liechtenstein,LIE,2021-04-30,8815
Liechtenstein,LIE,2021-05-01,8815
Liechtenstein,LIE,2021-05-02,8815
Liechtenstein,LIE,2021-05-03,9094
Liechtenstein,LIE,2021-05-04,9366
Liechtenstein,LIE,2021-05-05,9645
Liechtenstein,LIE,2021-05-06,9925
Liechtenstein,LIE,2021-05-07,9932
Liechtenstein,LIE,2021-05-08,9932
Liechtenstein,LIE,2021-05-09,9932
Liechtenstein,LIE,2021-05-10,10226
Liechtenstein,LIE,2021-05-11,10511
Liechtenstein,LIE,2021-05-12,10518
Liechtenstein,LIE,2021-05-13,10523
Liechtenstein,LIE,2021-05-14,10529
Liechtenstein,LIE,2021-05-15,10529
Liechtenstein,LIE,2021-05-16,10529
Liechtenstein,LIE,2021-05-17,10540
Liechtenstein,LIE,2021-05-18,10545
Liechtenstein,LIE,2021-05-19,10826
Lithuania,LTU,2020-12-27,2454
Lithuania,LTU,2020-12-28,5211
Lithuania,LTU,2020-12-29,8185
Lithuania,LTU,2020-12-30,9717
Lithuania,LTU,2020-12-31,9742
Lithuania,LTU,2021-01-01,9742
Lithuania,LTU,2021-01-02,9742
Lithuania,LTU,2021-01-03,9742
Lithuania,LTU,2021-01-04,9744
Lithuania,LTU,2021-01-05,10367
Lithuania,LTU,2021-01-06,13868
Lithuania,LTU,2021-01-07,18039
Lithuania,LTU,2021-01-08,23220
Lithuania,LTU,2021-01-09,23524
Lithuania,LTU,2021-01-10,23527
Lithuania,LTU,2021-01-11,25733
Lithuania,LTU,2021-01-12,27822
Lithuania,LTU,2021-01-13,34078
Lithuania,LTU,2021-01-14,42724
Lithuania,LTU,2021-01-15,50040
Lithuania,LTU,2021-01-16,51145
Lithuania,LTU,2021-01-17,51187
Lithuania,LTU,2021-01-18,54038
Lithuania,LTU,2021-01-19,56413
Lithuania,LTU,2021-01-20,58052
Lithuania,LTU,2021-01-21,58963
Lithuania,LTU,2021-01-22,59286
Lithuania,LTU,2021-01-23,59294
Lithuania,LTU,2021-01-24,59294
Lithuania,LTU,2021-01-25,59396
Lithuania,LTU,2021-01-26,61885
Lithuania,LTU,2021-01-27,65730
Lithuania,LTU,2021-01-28,69124
Lithuania,LTU,2021-01-29,72118
Lithuania,LTU,2021-01-30,72314
Lithuania,LTU,2021-01-31,72322
Lithuania,LTU,2021-02-01,73374
Lithuania,LTU,2021-02-02,75033
Lithuania,LTU,2021-02-03,76657
Lithuania,LTU,2021-02-04,78180
Lithuania,LTU,2021-02-05,79118
Lithuania,LTU,2021-02-06,79187
Lithuania,LTU,2021-02-07,79189
Lithuania,LTU,2021-02-08,79409
Lithuania,LTU,2021-02-09,80482
Lithuania,LTU,2021-02-10,85003
Lithuania,LTU,2021-02-11,92773
Lithuania,LTU,2021-02-12,99086
Lithuania,LTU,2021-02-13,99533
Lithuania,LTU,2021-02-14,99533
Lithuania,LTU,2021-02-15,103488
Lithuania,LTU,2021-02-16,103800
Lithuania,LTU,2021-02-17,108146
Lithuania,LTU,2021-02-18,114653
Lithuania,LTU,2021-02-19,121811
Lithuania,LTU,2021-02-20,122754
Lithuania,LTU,2021-02-21,122754
Lithuania,LTU,2021-02-22,126658
Lithuania,LTU,2021-02-23,134213
Lithuania,LTU,2021-02-24,145001
Lithuania,LTU,2021-02-25,155919
Lithuania,LTU,2021-02-26,164917
Lithuania,LTU,2021-02-27,165676
Lithuania,LTU,2021-02-28,166103
Lithuania,LTU,2021-03-01,173519
Lithuania,LTU,2021-03-02,182257
Lithuania,LTU,2021-03-03,192008
Lithuania,LTU,2021-03-04,202256
Lithuania,LTU,2021-03-05,211604
Lithuania,LTU,2021-03-06,212087
Lithuania,LTU,2021-03-07,212088
Lithuania,LTU,2021-03-08,220030
Lithuania,LTU,2021-03-09,230554
Lithuania,LTU,2021-03-10,243628
Lithuania,LTU,2021-03-11,244085
Lithuania,LTU,2021-03-12,254718
Lithuania,LTU,2021-03-13,255751
Lithuania,LTU,2021-03-14,255776
Lithuania,LTU,2021-03-15,262695
Lithuania,LTU,2021-03-16,268244
Lithuania,LTU,2021-03-17,270901
Lithuania,LTU,2021-03-18,273671
Lithuania,LTU,2021-03-19,276822
Lithuania,LTU,2021-03-20,277305
Lithuania,LTU,2021-03-21,277317
Lithuania,LTU,2021-03-22,284180
Lithuania,LTU,2021-03-23,291350
Lithuania,LTU,2021-03-24,303464
Lithuania,LTU,2021-03-25,313521
Lithuania,LTU,2021-03-26,323288
Lithuania,LTU,2021-03-27,326326
Lithuania,LTU,2021-03-28,326426
Lithuania,LTU,2021-03-29,332242
Lithuania,LTU,2021-03-30,338917
Lithuania,LTU,2021-03-31,352292
Lithuania,LTU,2021-04-01,367860
Lithuania,LTU,2021-04-02,380723
Lithuania,LTU,2021-04-03,388781
Lithuania,LTU,2021-04-04,391188
Lithuania,LTU,2021-04-05,394856
Lithuania,LTU,2021-04-06,406573
